period,respondent,respondent-name,type-name,value,value-units
2024-05-13T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,24452,megawatthours
2024-05-13T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,24345,megawatthours
2024-05-13T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,24407,megawatthours
2024-05-13T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,24651,megawatthours
2024-05-13T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,24720,megawatthours
2024-05-14T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,24797,megawatthours
2024-05-14T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,25068,megawatthours
2024-05-14T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,24840,megawatthours
2024-05-14T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,23618,megawatthours
2024-05-14T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,22088,megawatthours
2024-05-14T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,21161,megawatthours
2024-05-14T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,20320,megawatthours
2024-05-14T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,20084,megawatthours
2024-05-14T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,19915,megawatthours
2024-05-14T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,19714,megawatthours
2024-05-14T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,20381,megawatthours
2024-05-14T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,21678,megawatthours
2024-05-14T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,22850,megawatthours
2024-05-14T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,23560,megawatthours
2024-05-14T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,24337,megawatthours
2024-05-14T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,25017,megawatthours
2024-05-14T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,25582,megawatthours
2024-05-14T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,26216,megawatthours
2024-05-14T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,27007,megawatthours
2024-05-14T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,27772,megawatthours
2024-05-14T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,28697,megawatthours
2024-05-14T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,29300,megawatthours
2024-05-14T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,29763,megawatthours
2024-05-14T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,29876,megawatthours
2024-05-15T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,29649,megawatthours
2024-05-15T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,29281,megawatthours
2024-05-15T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,28661,megawatthours
2024-05-15T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,26901,megawatthours
2024-05-15T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,24790,megawatthours
2024-05-15T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,23294,megawatthours
2024-05-15T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,22199,megawatthours
2024-05-15T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,21713,megawatthours
2024-05-15T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,21337,megawatthours
2024-05-15T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,21206,megawatthours
2024-05-15T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,21796,megawatthours
2024-05-15T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,23171,megawatthours
2024-05-15T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,24160,megawatthours
2024-05-15T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,24861,megawatthours
2024-05-15T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,25993,megawatthours
2024-05-15T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,27089,megawatthours
2024-05-15T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,28205,megawatthours
2024-05-15T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,29271,megawatthours
2024-05-15T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,30320,megawatthours
2024-05-15T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,31138,megawatthours
2024-05-15T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,31788,megawatthours
2024-05-15T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,32434,megawatthours
2024-05-15T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,32640,megawatthours
2024-05-15T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,32313,megawatthours
2024-05-16T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,31419,megawatthours
2024-05-16T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,30310,megawatthours
2024-05-16T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,29383,megawatthours
2024-05-16T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,27369,megawatthours
2024-05-16T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,25070,megawatthours
2024-05-16T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,23454,megawatthours
2024-05-16T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,22607,megawatthours
2024-05-16T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,21727,megawatthours
2024-05-16T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,21173,megawatthours
2024-05-16T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,21080,megawatthours
2024-05-16T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,21416,megawatthours
2024-05-16T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,22601,megawatthours
2024-05-16T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,23427,megawatthours
2024-05-16T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,24530,megawatthours
2024-05-16T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,25627,megawatthours
2024-05-16T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,27053,megawatthours
2024-05-16T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,28379,megawatthours
2024-05-16T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,29717,megawatthours
2024-05-16T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,31196,megawatthours
2024-05-16T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,32657,megawatthours
2024-05-16T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,33720,megawatthours
2024-05-16T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,34704,megawatthours
2024-05-16T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,34930,megawatthours
2024-05-16T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,34332,megawatthours
2024-05-17T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,33217,megawatthours
2024-05-17T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,31749,megawatthours
2024-05-17T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,30544,megawatthours
2024-05-17T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,28450,megawatthours
2024-05-17T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,26240,megawatthours
2024-05-17T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,24607,megawatthours
2024-05-17T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,23710,megawatthours
2024-05-17T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,22631,megawatthours
2024-05-17T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,22086,megawatthours
2024-05-17T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,21927,megawatthours
2024-05-17T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,22412,megawatthours
2024-05-17T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,23424,megawatthours
2024-05-17T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,24204,megawatthours
2024-05-17T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,24981,megawatthours
2024-05-17T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,25333,megawatthours
2024-05-17T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,25994,megawatthours
2024-05-17T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,26382,megawatthours
2024-05-17T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,26636,megawatthours
2024-05-17T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,26797,megawatthours
2024-05-17T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,26766,megawatthours
2024-05-17T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,26713,megawatthours
2024-05-17T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,26657,megawatthours
2024-05-17T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,26703,megawatthours
2024-05-17T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,26489,megawatthours
2024-05-18T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,26075,megawatthours
2024-05-18T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,25952,megawatthours
2024-05-18T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,25717,megawatthours
2024-05-18T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,24763,megawatthours
2024-05-18T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,23553,megawatthours
2024-05-18T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,22393,megawatthours
2024-05-18T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,21759,megawatthours
2024-05-18T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,21195,megawatthours
2024-05-18T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,20716,megawatthours
2024-05-18T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,20491,megawatthours
2024-05-18T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,20561,megawatthours
2024-05-18T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,20840,megawatthours
2024-05-18T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,21241,megawatthours
2024-05-18T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,22371,megawatthours
2024-05-18T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,23250,megawatthours
2024-05-18T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,24255,megawatthours
2024-05-18T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,25065,megawatthours
2024-05-18T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,25722,megawatthours
2024-05-18T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,26355,megawatthours
2024-05-18T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,26906,megawatthours
2024-05-18T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,27521,megawatthours
2024-05-18T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,27778,megawatthours
2024-05-18T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,27583,megawatthours
2024-05-18T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,27310,megawatthours
2024-05-19T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,26853,megawatthours
2024-05-19T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,26275,megawatthours
2024-05-19T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,25663,megawatthours
2024-05-19T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,24513,megawatthours
2024-05-19T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,23091,megawatthours
2024-05-19T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,21989,megawatthours
2024-05-19T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,20863,megawatthours
2024-05-19T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,19966,megawatthours
2024-05-19T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,19441,megawatthours
2024-05-19T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,19135,megawatthours
2024-05-19T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,19110,megawatthours
2024-05-19T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,19238,megawatthours
2024-05-19T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,19637,megawatthours
2024-05-19T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,20957,megawatthours
2024-05-19T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,22484,megawatthours
2024-05-19T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,23873,megawatthours
2024-05-19T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,24825,megawatthours
2024-05-19T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,26212,megawatthours
2024-05-19T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,27575,megawatthours
2024-05-19T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,28765,megawatthours
2024-05-19T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,29835,megawatthours
2024-05-19T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,30725,megawatthours
2024-05-19T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,31235,megawatthours
2024-05-19T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,31249,megawatthours
2024-05-20T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,30578,megawatthours
2024-05-20T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,29419,megawatthours
2024-05-20T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,28624,megawatthours
2024-05-20T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,26754,megawatthours
2024-05-20T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,24629,megawatthours
2024-05-20T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,23078,megawatthours
2024-05-20T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,21625,megawatthours
2024-05-20T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,20665,megawatthours
2024-05-20T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,20043,megawatthours
2024-05-20T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,19952,megawatthours
2024-05-20T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,20535,megawatthours
2024-05-20T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,21929,megawatthours
2024-05-20T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,23246,megawatthours
2024-05-20T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,24469,megawatthours
2024-05-20T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,25712,megawatthours
2024-05-20T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,27013,megawatthours
2024-05-20T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,28210,megawatthours
2024-05-20T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,29731,megawatthours
2024-05-20T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,31220,megawatthours
2024-05-20T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,32749,megawatthours
2024-05-20T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,33921,megawatthours
2024-05-20T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,34663,megawatthours
2024-05-20T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,35074,megawatthours
2024-05-20T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,34523,megawatthours
2024-05-21T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,33502,megawatthours
2024-05-21T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,31993,megawatthours
2024-05-21T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,30674,megawatthours
2024-05-21T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,28446,megawatthours
2024-05-21T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,25915,megawatthours
2024-05-21T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,23999,megawatthours
2024-05-21T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,23229,megawatthours
2024-05-21T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,22289,megawatthours
2024-05-21T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,21652,megawatthours
2024-05-21T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,21530,megawatthours
2024-05-21T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,22043,megawatthours
2024-05-21T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,22927,megawatthours
2024-05-21T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,24011,megawatthours
2024-05-21T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,25137,megawatthours
2024-05-21T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,26380,megawatthours
2024-05-21T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,27664,megawatthours
2024-05-21T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,29514,megawatthours
2024-05-21T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,31162,megawatthours
2024-05-21T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,32643,megawatthours
2024-05-21T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,34114,megawatthours
2024-05-21T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,35215,megawatthours
2024-05-21T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,36073,megawatthours
2024-05-21T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,36121,megawatthours
2024-05-21T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,35615,megawatthours
2024-05-22T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,34430,megawatthours
